X	arrayTrain_postMeanCollapse	htp1.5_WU_update	commercial_4x44k_postMeanCollapse_WashU_v2	commercial_1x44k_postMeanCollapse_WashU	Agilent_244K	GC.4x44Kcustom	RNAseq.V1	RNAseq.V2	RNAseq.Freeze.20120907	mdns.ihc.306	mdns.PC1ihc.286	mdns.pam.242	mdns.1097.PC1.812	mdns.pam.424	mdns.1097.PC1ihc.444	mdns.pam.384
MYC	-1.617	0.426752831	-2.335	-1.8795	-1.151368901	-1.056838057	5.470581	10.7286655	10.79443012	10.8203330610384	10.7746123236276	11.038745154513	10.8056850185842	11.0352670695711	10.8588851000743	11.0552018714923
NAT1	1.081	0.827508907	3.105475	0.8945	0.853039851	0.070663052	2.056371	7.8193675	7.720837976	7.80653063762775	7.60838500063469	7.36615282867725	9.17055367115006	7.8509863420024	7.75179699325706	7.33052914297314
ORC6L	-2.4095	-1.400635704	-2.7957	0.4965	-2.338159534	-1.630313602	3.192866	7.464834	7.349175497	7.46683908198325	7.47270032969272	7.34492378024617	7.03587007065162	7.12908186527077	7.50197977266134	7.41180637755986
PGR	0.648444444	1.030792302	-1.177483871	-0.905	-1.253546011	-1.340826207	-0.773159	7.2719725	6.492890662	6.11577502449517	6.20363757849307	6.93901932362949	8.79295103883447	7.65024451318028	6.51499830506724	6.97931497464027
PHGDH	-1.9655	-0.949022832	-1.90485	-1.387	-1.283085454	-0.824596977	4.696283	10.4646865	10.29585295	10.5047997629567	10.3573790712488	10.4421031635012	9.97961288227153	10.2632949493935	10.3108454832712	10.4932242344042
PTTG1	-1.8915	-1.064268952	-1.686974359	-1.224	-2.144596023	-2.069273217	4.467543	8.917508	8.760055573	8.85916181061992	8.85357172448239	8.79329590707828	8.67981476728573	8.60976959428766	8.85397932239515	8.7323008233808
RRM2	-2.567	-0.803239531	-2.46925641	-0.308	-2.035829398	-1.318102035	3.839752	10.3274205	10.15748867	10.1442172950755	10.1328328153976	9.89709268507405	9.95262458384694	9.76148176342825	10.1289312284846	9.85394349218197
SFRP1	-0.526	2.754784698	-1.08525	-0.0475	-1.641859488	-0.429075398	4.206757	10.361186	10.05478636	10.518530912982	10.1113058644921	11.5753298459369	9.94690623015927	11.2778609316798	10.1486075148553	11.4700207327046
SLC39A6	-0.8825	-0.557500599	-0.477	-0.942	0.079968262	0.090966572	6.728882	12.733075	12.53565184	12.316473462922	12.3814859296778	12.3285637138363	13.2875311062834	12.6488763509834	12.4227593778209	12.4144149747266
TMEM45B	-1.3705	1.998777205	-1.57915	-0.622	-1.694689158	-0.916975013	0.926741	6.4044815	6.548036591	6.38164461165394	6.50679441162464	5.75037650143353	6.94367011440437	5.94005530653309	6.60867418489228	5.86459143860751
TYMS	-2.795	0.344801316	-2.783052632	-1.963	-2.233947158	-2.345344734	4.249755	9.5341305	9.419438291	9.36538136761267	9.38201837427494	9.39994327646611	9.25695017078443	9.26464651345589	9.44104881513843	9.4627815926035
UBE2C	-1.089	-0.743295045	-2.214897436	-1.121	-1.168991322	-0.574436114	5.071614	9.683988	9.511211739	9.6145736387447	9.61468418779667	9.49665242022193	9.33532294801509	9.20522088025109	9.63792608382019	9.52929826108551
UBE2T	-1.723	-0.152282102	-1.557513514	-1.029	-1.277875511	-1.155996763	4.397487	8.99464	8.887009756	8.81949011727601	8.84203421379192	8.52914299045191	8.74345564580563	8.47452095038741	8.85870997020675	8.60376722893431
